"x1","x2","x3","x4","x5","x6","x7","x8","x9"
0.0010009990019950138,9.990029899673385e-8,-3.063511004549544e-23,9.990029899673385e-8,0.0010010089920447804,4.145887053777969e-19,-3.063511004549544e-23,4.145887053777969e-19,0.035999999999990345
0.0010009990019950138,9.990029900478744e-8,-4.44765276346921e-27,9.990029900478744e-8,0.0010010089920447973,1.5225974469109724e-21,-4.44765276346921e-27,1.5225974469109724e-21,0.03699999999999989
0.0010009990019950138,9.990029900467564e-8,9.19268003697716e-24,9.990029900467564e-8,0.0010010089920447973,-3.2369003133961214e-18,9.19268003697716e-24,-3.2369003133961214e-18,0.03799999999998958
0.0010009990019950136,9.990029900487215e-8,1.6951721094965973e-23,9.990029900487215e-8,0.001001008992044801,3.620125163672657e-19,1.6951721094965973e-23,3.620125163672657e-19,0.038999999999987066
0.0010009990019950142,9.990029899664915e-8,1.7546672194369357e-23,9.990029899664915e-8,0.0010010089920447947,-4.780663568191611e-22,1.7546672194369357e-23,-4.780663568191611e-22,0.03999999999999056
0.0010009990019950138,9.990029900473662e-8,-1.3690891152779871e-25,9.990029900473662e-8,0.0010010089920448025,5.2322933569209417e-20,-1.3690891152779871e-25,5.2322933569209417e-20,0.04099999999998176
0.0010009990019950138,9.990029900484504e-8,2.9518414591805667e-24,9.990029900484504e-8,0.0010010089920447973,-2.929608913436485e-20,2.9518414591805667e-24,-2.929608913436485e-20,0.04199999999998513
0.0010009990019950138,9.990029900478406e-8,-1.813435751340409e-23,9.990029900478406e-8,0.0010010089920447995,-2.972533250181497e-19,-1.813435751340409e-23,-2.972533250181497e-19,0.04299999999999487
0.0010009990019950138,9.990029900479083e-8,-4.0057719893488835e-25,9.990029900479083e-8,0.0010010089920447969,1.6507230545396566e-19,-4.0057719893488835e-25,1.6507230545396566e-19,0.04400000000000405
0.0010009990019950138,9.990029899664915e-8,3.769078706562936e-26,9.990029899664915e-8,0.001001008992044795,-1.590777068289547e-20,3.769078706562936e-26,-1.590777068289547e-20,0.045000000000008464
0.0010009990019950136,9.990029900481794e-8,-1.0632468468377227e-23,9.990029900481794e-8,0.0010010089920447973,-5.170148234867675e-20,-1.0632468468377227e-23,-5.170148234867675e-20,0.04600000000002183
0.0010009990019950138,9.990029900484165e-8,1.0363407855078859e-24,9.990029900484165e-8,0.0010010089920447973,-5.167978300943148e-20,1.0363407855078859e-24,-5.167978300943148e-20,0.04700000000001668
0.0010009990019950138,9.990029900484165e-8,-3.0904407837336543e-24,9.990029900484165e-8,0.001001008992044799,-1.730688337831148e-19,-3.0904407837336543e-24,-1.730688337831148e-19,0.04800000000002567
0.0010009990019950142,9.990029899670336e-8,6.019021709221957e-25,9.990029899670336e-8,0.0010010089920447964,6.991336875695852e-20,6.019021709221957e-25,6.991336875695852e-20,0.04900000000002181
0.0010009990019950138,9.990029900479083e-8,1.5432456470197174e-24,9.990029900479083e-8,0.0010010089920447999,-7.283390621078544e-19,1.5432456470197174e-24,-7.283390621078544e-19,0.05000000000001404
0.0010009990019950142,9.990029900470613e-8,2.314034737949229e-24,9.990029900470613e-8,0.0010010089920447975,-1.115213600901257e-18,2.314034737949229e-24,-1.115213600901257e-18,0.05100000000000061
